distance_miles,duration_min,speed_mph,fare_usd,hour,rush_hour,fare_per_mile
7.2973281684206945,69.08461118375892,6.337731118448753,40.33406794820206,21,0,5.527237780363009
10.105195782533476,102.83962574575696,5.895701608745151,63.003331398315915,23,0,6.234746238881908
7.621900754070231,91.42345441606506,5.002152326940012,55.90993797997523,21,0,7.335432431354912
5.148489079410192,72.50618500452826,4.260455087318675,46.52367275696104,10,0,9.036373980672941
9.326714099108068,86.22811374415693,6.489795748134459,54.10218627300212,22,0,5.800776747104965
7.080716429610138,71.4992184493913,5.941924890791939,49.91983840063652,0,0,7.050111227711613
1.1571402343023576,19.27829427125741,3.6013774393751414,19.58481376355039,4,0,16.925186060407032
1.3611574411368483,37.780738471357246,2.161668876063051,16.25928981203402,15,0,11.945194083098974
4.078308833389836,48.294819707401246,5.066765576223691,32.13291407455056,18,1,7.878980083968313
9.166055167446947,100.94248102436734,5.44828405707659,63.958811679759116,2,0,6.97779039197882
11.069762465452975,113.42610499407171,5.855669186223865,70.62846535744582,7,1,6.380305411057048
13.412509146220106,125.51730729798022,6.411470785162041,77.9473610316103,2,0,5.811542059867099
3.5264983215184484,32.57967227535614,6.494537376029942,27.96518294655257,2,0,7.930014534789642
3.544483948122425,40.22180503598362,5.2874065869765285,29.079791798400603,0,0,8.204238536276819
2.113659258872751,44.92417266047529,2.8229691950218614,21.614703771055915,23,0,10.226200689785443
8.792298675954987,92.67636764389086,5.69225935337005,52.10437447246103,21,0,5.92613790691109
3.35544610821024,48.52525873230657,4.148906605593789,33.10516946317518,14,0,9.866100779318769
9.006557123786918,84.54955874392354,6.391439949011589,53.960198750789836,0,0,5.9912126253302
12.600623542864334,123.45428039230252,6.124027536099911,76.24633851475772,17,1,6.050997258618652
5.165512235443304,63.16267366078925,4.906865339346774,43.632544521293525,12,0,8.446895977112904
18.762947058198968,174.3195217728687,6.458122487042959,108.06136438700887,18,1,5.759295917204466
5.089533624348207,57.42199827113691,5.31803188072588,34.62341249167217,11,0,6.802865458248393
12.859705737547069,122.45875493635552,6.3007528098242735,71.77546104835233,0,0,5.581423285510044
7.036420583977817,80.28639155932377,5.258490596463232,51.193629260707354,21,0,7.275521502690884
7.453652094313959,81.47396812358902,5.489104507349446,50.25527995488878,21,0,6.742369957571023
2.4404847175758775,38.06467497058971,3.8468496885285277,24.986801278354257,21,0,10.23845840885803
8.930053816108234,97.59693455977772,5.489959611777732,61.92443555058319,15,0,6.934385483644285
7.81831525877106,80.99878850970615,5.79143125665455,55.784139710129175,22,0,7.135058879538932
6.261210336949308,74.37028336404734,5.051380783074562,46.1331311803775,1,0,7.368085194028996
4.052788232841077,44.936005194423316,5.411413251319508,28.768977119577578,9,1,7.098564116045613
9.199172300246634,98.54687131083551,5.600891541993677,61.36448607986325,7,1,6.67065297583545
4.42282970030736,39.97974762218943,6.637605232684283,27.603801210089987,11,0,6.241208249137807
4.86683896840385,51.32341357989938,5.689612551776871,39.32028092969899,0,0,8.079223739468546
11.786633544370833,131.97452112082726,5.358595027708308,76.45143910439202,19,1,6.486282857322259
10.416521597765147,109.41462200026926,5.71213686470873,67.84288208469965,7,1,6.513007384274542
5.279679581498189,63.18519755266151,5.013528281301508,36.71349154638128,2,0,6.953734782511796
7.349385738090553,73.20109605421884,6.023996470747092,46.138975868048114,4,0,6.277936349009149
11.438089116603273,108.37753931352935,6.332357713075735,69.03871515310091,2,0,6.035860924783831
1.9546453340218206,28.005647020761806,4.187681147104561,23.05678874081879,16,1,11.79589378159864
4.260315261230514,49.94006644330849,5.11851372813064,32.8120742737649,22,0,7.701794881791854
10.106398490977101,114.44438954147516,5.298502721611092,68.80909379611994,2,0,6.80846830426804
1.266140975205706,29.508905308508375,2.5744248293222243,20.66775112210084,0,0,16.323420161600104
4.05947990851691,49.188886404234104,4.951703775307435,31.65967964574679,21,0,7.798949707651918
7.217283764588154,77.34983070491295,5.59842241319585,50.16011842771782,9,1,6.949999482330199
1.685292621950009,31.71647816208489,3.188171044724644,17.782982060485878,2,0,10.551866084780958
3.125398611704916,32.21581231229398,5.820865694289303,19.81849263750034,4,0,6.341108799139475
13.404158158715138,121.1093239676334,6.640690106880993,75.06383611871618,16,1,5.60004106411644
14.74094334553688,149.1288185951548,5.930822821934089,84.93683396338491,2,0,5.761967329526524
2.2527212625957516,32.70656734649251,4.132603532612546,21.792346895409295,9,1,9.673787546311232
11.307686342459906,105.89647871365315,6.406834191174299,64.86011454437707,23,0,5.735931523041097
2.9978771994471702,26.411609708044832,6.8103623351681595,20.161547707250513,10,0,6.725274708039557
4.923374186130397,61.673568456210184,4.789773943072017,37.12044265102848,3,0,7.539634658604706
13.312393458087953,128.68221014157987,6.2071020275955515,84.84409053069471,18,1,6.373316022983653
3.478004317175408,45.70360295562335,4.5659476613505925,25.608233292569977,10,0,7.362910151119995
3.043477116662363,37.80873389231984,4.829800107028588,22.026356686535742,9,1,7.237234203584551
9.853160515238795,100.47301079850536,5.884064050792059,58.4847068888997,6,0,5.93562916167334
8.131270495388755,81.6279301158031,5.97682961005124,55.8120406299982,18,1,6.863877011796523
11.567616730766543,115.64949043067483,6.001384020468638,69.45185290603797,11,0,6.003989803821557
5.824011252994614,67.87854069530677,5.14802869360799,42.09506435230335,11,0,7.227847358752739
11.238570771373777,111.49276582169064,6.048053802529674,68.62161000320016,18,1,6.105901844564531
2.4388980288678543,31.95314089517864,4.579639986319822,21.546338938867624,8,1,8.834456661916905
4.951347922181102,60.20735864848987,4.934295109428747,32.03715610257703,15,0,6.470390811975993
5.8028014241516575,68.2702922101492,5.099847593699622,39.499269572645645,4,0,6.8069311157619445
7.633736804446787,73.87868995675296,6.199679617152457,46.17349964991449,13,0,6.048610376901861
7.143332500574643,76.11653945406536,5.63083862073274,47.5911905902294,10,0,6.6623233044802195
3.063736901075385,36.431055250677794,5.045810855591483,24.11319990308303,12,0,7.870519134531164
4.406732358398192,51.74289908133176,5.109956075099113,37.779015346920694,8,1,8.573022428948471
5.805830454413121,72.85627541893578,4.781329065502147,41.464872334330714,3,0,7.141936482628852
1.711571122143972,29.557943941374212,3.474337306151067,18.09576333650938,22,0,10.572603792147422
5.781526371119679,77.01920679381564,4.503962020744089,45.644879928431585,9,1,7.894953166077451
6.427199315818946,71.16236102078125,5.419043907727039,48.65646818010409,17,1,7.570399763447252
11.100407204174395,110.90491378448618,6.005364501204182,67.55694242894945,21,0,6.085987764804172
9.227102295213983,94.925825860563,5.832197220238706,61.4722445791889,10,0,6.662139706749975
3.5253593972999075,44.58401367418872,4.744336510026953,32.686572446990915,19,1,9.27184118363244
